surface,placement_type,image_url,scrape_timestamp,tz
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/dfc30279c4591b83f06fdd9150a7b988.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/8f31f933bc3f1d944740b075f4708b45.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/34f5a591c32759419fc19bc6d48c9b28.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/6ab7eae3a13fe44c2ac3b9e344425146.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/e7823b846c007699d36e5fc3d89dcafa.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/b722e67791665f869c7d0da0bd9643d1.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/8b81825114bc5140a972936f4b3a1054.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/7d66c44e53b1b8ef3f9ba443eb4b70b8.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/beb2c729d35828bdbe90f8b02a84de5c.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/fc2d2cae62d7b6260e3591206e7938cb.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/13c96213d5935a5d0004d0c0f10efb9a.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/96a4b228f4e4273cbc340c036ca873eb.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/0da43b985ffb1ba6cfc7b4a6bca21c1c.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/e19ee549a602e9c3cd95522c849d1909.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/5d50511740a9111ad52f08483f82f71a.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/3727fd735797dd9ed6006ec561e8bcaa.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/260003d3c9a729e5226b36c072a48be5.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/938ec096fc7933fa46b63692c23274dd.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/daf400f0a108812d818ed31b458b47ac.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/a798df3c0cf595f209ad9f3d12fe7993.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/e97759858943415668c9cdbe419ec66d.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/d3c5fd9830c0de7547ce3e32e3518840.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/86a6cd7b30c5b7d93921ce232a1de117.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/6eaf23edc944a14bd6643915166bf905.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/9880de3ee5020e2ad6dc2dbd9cad5c0f.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/7d7f2f60ee262c8967cd2bb3663bf590.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/1ac26323699731d41fd2298177e0e087.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/5b2955efb2f3509605619701933a380d.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/31b06ff804a21f93f3edaa20456cbf8d.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/d97283ae76154eb00c7e40471eb9d579.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/233269dfc43b0d34d30a6e2494bc84cd.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/0e15ab059751f6ee49eea6aeb5aaff79.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/79afd6da9c051779e4e50848ad9b2251.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/312022dd8fbd384b2cbfa32da19da1b6.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/c159a91f71581c47a382f4acad46ad09.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/f03de9742695ea174cd812047dba3013.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/8a873ab2e4de21c6e2248340f0046bbf.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/282f7824fd216d637674ef45f5014a20.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/450cf1b2889dd4b136d0ce5ca4664ba1.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/93858fa9a5ee62e00810b9d82c658162.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/8fe63dfede87cc803f0ff14d59124765.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/43abb9bbec4a05223ad2abddc5d93934.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/39ab0c4b615e51f73e575125beb38afe.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/54fab29f549dc206a13adfae32679f1a.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/379232f25ab8eeee3ba62d86fcb00d31.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-launcher-media.imgix.net/assets/com.careem.widget/FAB_xxxhdpi.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-launcher-media.imgix.net/assets/com.careem.widget/FAB_xxxhdpi.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-launcher-media.imgix.net/assets/com.careem.widget/Tabby_update_xxxhdpi.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-launcher-media.imgix.net/assets/com.careem.widget/Tabby_update_xxxhdpi.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-launcher-media.imgix.net/assets/com.careem.widget/CitiBank_update_xxxhdpi.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-launcher-media.imgix.net/assets/com.careem.widget/CitiBank_update_xxxhdpi.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-launcher-media.imgix.net/assets/com.careem.widget/Alhilal_updated_xxxhdpi.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-launcher-media.imgix.net/assets/com.careem.widget/Alhilal_updated_xxxhdpi.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-launcher-media.imgix.net/assets/com.careem.quik/Explore_top_categories_(8)_(1)_xxxhdpi.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/e3c36e8376f089f527613e5784ae12f4.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/e3c36e8376f089f527613e5784ae12f4.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/8fcd42bd0129e74d3145b39d1b514a5c.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/8fcd42bd0129e74d3145b39d1b514a5c.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/e95c1ed9791416b954d8bc6d8f0c6eb8.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/e95c1ed9791416b954d8bc6d8f0c6eb8.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/2beede813e0822b214a5e499a45c03fc.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/2beede813e0822b214a5e499a45c03fc.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/ca2342857954fefee9b709edf3010cc2.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/ca2342857954fefee9b709edf3010cc2.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/c2c310e373e334572f67e95ed4550248.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/c2c310e373e334572f67e95ed4550248.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/a7724f55753d543ce85d0b1853ec391c.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/a7724f55753d543ce85d0b1853ec391c.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/d58f7f53b70ba83530c1be7372e1c09d.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/d58f7f53b70ba83530c1be7372e1c09d.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/23796b0c2b97312db15735688ec1523b.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/23796b0c2b97312db15735688ec1523b.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/7a3354c07380fa2acd51f1c00efb0851.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/7a3354c07380fa2acd51f1c00efb0851.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/1cb3d47139a1c1bda1caada71dac2f90.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/1cb3d47139a1c1bda1caada71dac2f90.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/2f38e695e6b0f84f3c0c8a171d7383de.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/2f38e695e6b0f84f3c0c8a171d7383de.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/1e97f3ce3daf3fdf97d0a698702a5592.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/1e97f3ce3daf3fdf97d0a698702a5592.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/fe27224f500edc565aec3fc88d6beb71.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/fe27224f500edc565aec3fc88d6beb71.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4776126,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4776126,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4798399,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4798399,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4792630,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4792630,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4776107,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4776107,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4774018,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4774018,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4628519,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4628519,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4774050,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4774050,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4628520,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4628520,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4628520,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4628520,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4774010,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4774010,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4797926,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4797926,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4774044,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4774044,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4774026,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4774026,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4791178,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4791178,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4791173,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://d37vj3ilf6quol.cloudfront.net/e061c2b61/?libBID=4791173,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-launcher-media.imgix.net/assets/com.careem.quik/Untitled_design_(69)_xxxhdpi.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-launcher-media.imgix.net/assets/com.careem.quik/Untitled_design_(68)_xxxhdpi.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/20eb8d90-7545-49dd-8c51-38f235f339a2.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/6fb40d23546e1baa933aa08aeab801d4.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/cb1aa8754e90086e8968f5af0514dff0.jpg,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/169754cd-c267-4948-996e-f05ee0fe68b4.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/8e962c28c47575ee372b9131f8e3f714.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/f0c20b5d3ddf531865eb206ac46180fc.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/544ea993-9a46-44c9-b2f9-8ad6412b6fdf.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/517f1ade50346d19e0922868283319f4.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/5f198558b2751de1427d16b722191356.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/ca9cd837-6f1d-4ff2-847c-9a4321c6ad4b.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/f0c20b5d3ddf531865eb206ac46180fc.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/e15841270f37e581fc75363a0fccfa0f.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/53975153c4623cbb41fed2abf52c70f8.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/52f88a1c-9166-487d-859f-8251a6b7f5d8.png,2025-08-23 20:23:54,Asia/Dubai
careem grocery,grocery modules,https://careem-catalog-media.imgix.net/catalogs/2476ea3f001e483f716e3c9efa2fb18a.png,2025-08-23 20:23:54,Asia/Dubai
