surface,placement_type,image_url,scrape_timestamp,tz
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/ffb5c275852289eb278ec7aad8e07a11.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/00f3fdbb815b42f9ad04016d67ab8634.jpg,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/32d926769e53908a438cec23ca65c24a.jpg,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/782894d0cb680a4834c151d8e9dbc828.jpg,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/06ee58e9f811c7b66e659245a4e65e4d.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/3781f963b33d80527a32090dba3dc1c4.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/32a5fb790f6eb2ace3f87b70b01ff804.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/c62cdfd68425000aafade02bc71b80fa.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/6be91d82ffffd03e5fea173fb1b9c430.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/6d3d7d8ecc85c4a0e9974eea209a3bd6.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/ee093025cc2ca4eec8fb1363f74968d3.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/a36fdec055e5609541f5c7b9471d44d9.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/c3431610f03ffebd16725029fc4f909d.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/09cb80108b8d3fd92eae3b80ab5c0020.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/ba82f788e50e5d6801e88fd89626f9f8.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/97124305ec319bde0334adeba584ba16.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/c1e2c86c5080c6b0e13368a9b49d24c1.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/f458be2e25ec2d48d80000d00deac047.jpg,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/a1ee9480c6f51aa8c5376f27614af209.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/3fdc1712a1029b808247087a024fd558.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/508b45faf865a33b9267b3df30a93838.jpg,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/80497f2422b65ae06742c20abb4f4c5d.jpg,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/b1c3c403a76db261fa87e00f8420c6e9.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/43b28a12dc3a5cd7f5c8c7c69051d4c3.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/258f130108df3ad3ad8e5a9ad59479a8.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/201be25c9d7b9a589668906f7e273386.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/c493e93e23cf0c2230def7a416e2341d.jpg,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/bc9d6fe8c5eecf0a7415d7fb7aee4b30.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/b1f1bcacf5ef603c43d525cf997a2be9.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/0009d1c6f987cbcf225ce658fdae29ec.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/bfa41814e41d72ff4876f023de8cbd35.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/94a99a506ab900cc14fb14186db01b1e.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/76998d3bcc153daef65df7476bc64ea7.png,2025-08-23 20:20:20,Asia/Dubai
careem food home,food homepage modules,https://careem-catalog-media.imgix.net/catalogs/16b447cad42a9188ce3bb18a0829407c.png,2025-08-23 20:20:20,Asia/Dubai
